prefix,AB_ICMPv4,AB_TCPv4,AB_DNSv4,GCD_ICMPv4,GCD_TCPv4,partial,backing_prefix,ASN,locations,is_hrp,number_of_active_ips,ip_utilization,clean_locations,scope,continent,country
199.232.182.0/24,1,0,0,2,0,False,199.232.0.0/16,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
199.232.183.0/24,1,0,0,2,0,False,199.232.0.0/16,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
199.232.28.0/24,1,0,0,2,0,False,199.232.28.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Toronto', 'country_code': 'CA', 'id': 'YZD', 'lat': 43.7425, 'lon': -79.4656}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Toronto', 'country_code': 'CA', 'id': 'YZD', 'lat': 43.7425, 'lon': -79.4656}]",Continental,NA,
199.232.29.0/24,1,0,0,2,0,False,199.232.28.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Toronto', 'country_code': 'CA', 'id': 'YZD', 'lat': 43.7425, 'lon': -79.4656}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Toronto', 'country_code': 'CA', 'id': 'YZD', 'lat': 43.7425, 'lon': -79.4656}]",Continental,NA,
199.232.30.0/24,1,0,0,2,0,False,199.232.28.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
199.232.31.0/24,1,0,0,2,0,False,199.232.28.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Toronto', 'country_code': 'CA', 'id': 'YZD', 'lat': 43.7425, 'lon': -79.4656}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Toronto', 'country_code': 'CA', 'id': 'YZD', 'lat': 43.7425, 'lon': -79.4656}]",Continental,NA,
199.232.64.0/24,1,0,0,2,0,False,199.232.64.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",National,NA,US
199.232.65.0/24,1,0,0,2,0,False,199.232.64.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",National,NA,US
199.232.66.0/24,1,0,0,2,0,False,199.232.64.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",National,NA,US
199.232.67.0/24,1,0,0,2,0,False,199.232.64.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Denver', 'country_code': 'US', 'id': 'DEN', 'lat': 39.8617, 'lon': -104.673}]",National,NA,US
199.232.68.0/24,1,0,0,2,0,False,199.232.68.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Kansas City', 'country_code': 'US', 'id': 'MKC', 'lat': 39.1232, 'lon': -94.5928}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Kansas City', 'country_code': 'US', 'id': 'MKC', 'lat': 39.1232, 'lon': -94.5928}]",National,NA,US
199.232.69.0/24,1,0,0,2,0,False,199.232.68.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Kansas City', 'country_code': 'US', 'id': 'MKC', 'lat': 39.1232, 'lon': -94.5928}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Kansas City', 'country_code': 'US', 'id': 'MKC', 'lat': 39.1232, 'lon': -94.5928}]",National,NA,US
199.232.70.0/24,1,0,0,2,0,False,199.232.68.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Kansas City', 'country_code': 'US', 'id': 'MKC', 'lat': 39.1232, 'lon': -94.5928}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Kansas City', 'country_code': 'US', 'id': 'MKC', 'lat': 39.1232, 'lon': -94.5928}]",National,NA,US
199.232.71.0/24,1,0,0,2,0,False,199.232.68.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Kansas City', 'country_code': 'US', 'id': 'MKC', 'lat': 39.1232, 'lon': -94.5928}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Kansas City', 'country_code': 'US', 'id': 'MKC', 'lat': 39.1232, 'lon': -94.5928}]",National,NA,US
199.232.72.0/24,1,0,0,2,0,False,199.232.72.0/22,54113,"[{'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 38.97, 'lon': -95.24}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,252,0.984375,"[{'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 38.97, 'lon': -95.24}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
199.232.73.0/24,1,0,0,2,0,False,199.232.72.0/22,54113,"[{'city': 'Topeka', 'country_code': 'US', 'id': 'FOE', 'lat': 38.9509, 'lon': -95.6636}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,251,0.98046875,"[{'city': 'Topeka', 'country_code': 'US', 'id': 'FOE', 'lat': 38.9509, 'lon': -95.6636}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
199.232.74.0/24,1,0,0,2,0,False,199.232.72.0/22,54113,"[{'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 38.97, 'lon': -95.24}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,254,0.9921875,"[{'city': None, 'country_code': None, 'id': 'NoCity', 'lat': 38.97, 'lon': -95.24}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
199.232.75.0/24,1,0,0,2,0,False,199.232.72.0/22,54113,"[{'city': 'Topeka', 'country_code': 'US', 'id': 'FOE', 'lat': 38.9509, 'lon': -95.6636}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,251,0.98046875,"[{'city': 'Topeka', 'country_code': 'US', 'id': 'FOE', 'lat': 38.9509, 'lon': -95.6636}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
199.232.92.0/24,1,0,0,2,0,False,199.232.92.0/22,54113,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,252,0.984375,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
199.232.93.0/24,1,0,0,2,0,False,199.232.92.0/22,54113,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,251,0.98046875,"[{'city': 'Miami', 'country_code': 'US', 'id': 'TMB', 'lat': 25.6479, 'lon': -80.4328}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
199.232.94.0/24,1,0,0,2,0,False,199.232.92.0/22,54113,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,255,0.99609375,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
199.232.95.0/24,1,0,0,2,0,False,199.232.92.0/22,54113,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}
 {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",True,253,0.98828125,"[{'city': 'Miami', 'country_code': 'US', 'id': 'MIA', 'lat': 25.7932, 'lon': -80.2906}, {'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}]",National,NA,US
199.232.96.0/24,1,0,0,2,0,False,199.232.96.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
199.232.97.0/24,1,0,0,2,0,False,199.232.96.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
199.232.98.0/24,1,0,0,2,0,False,199.232.96.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
199.232.99.0/24,1,0,0,2,0,False,199.232.96.0/22,54113,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",True,256,1.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}]",National,NA,US
199.253.249.0/24,2,3,1,4,1,False,199.253.249.0/24,53535,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}
 {'city': 'Roanoke', 'country_code': 'US', 'id': 'ROA', 'lat': 37.3255, 'lon': -79.9754}
 {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}
 {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",False,1,0.00390625,"[{'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}, {'city': 'Roanoke', 'country_code': 'US', 'id': 'ROA', 'lat': 37.3255, 'lon': -79.9754}, {'city': 'Baltimore', 'country_code': 'US', 'id': 'BWI', 'lat': 39.1754, 'lon': -76.6683}, {'city': 'Vancouver', 'country_code': 'CA', 'id': 'YVR', 'lat': 49.1939, 'lon': -123.184}]",Continental,NA,
199.27.150.0/24,2,0,0,3,0,False,199.27.150.0/24,134521,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}
 {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}
 {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",False,0,0.0,"[{'city': 'New York', 'country_code': 'US', 'id': 'LGA', 'lat': 40.7772, 'lon': -73.8726}, {'city': 'Chicago', 'country_code': 'US', 'id': 'ORD', 'lat': 41.9786, 'lon': -87.9048}, {'city': 'San Jose', 'country_code': 'US', 'id': 'SJC', 'lat': 37.3626, 'lon': -121.929}]",National,NA,US
